# file...... ../results/IEEE_123_feeder_0_swing_node.csv
# date...... Mon Nov 18 19:46:57 2024
# user...... ubuntu
# host...... (null)
# target.... substation 3
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,positive_sequence_voltage,distribution_load
2013-08-28 06:22:00 PST,+143274+0j,+1.67049e+06+874516j
2013-08-28 06:23:00 PST,+143274+0j,+1.67264e+06+875144j
2013-08-28 06:24:00 PST,+143274+0j,+1.68057e+06+878268j
2013-08-28 06:25:00 PST,+143274+0j,+1.68274e+06+878897j
2013-08-28 06:26:00 PST,+143266+0j,+1.67896e+06+876946j
2013-08-28 06:27:00 PST,+143266+0j,+1.67133e+06+874728j
2013-08-28 06:28:00 PST,+143266+0j,+1.66862e+06+874774j
2013-08-28 06:29:00 PST,+143266+0j,+1.66017e+06+872313j
2013-08-28 06:30:00 PST,+143266+0j,+1.64609e+06+867422j
2013-08-28 06:31:00 PST,+143315+0j,+1.63856e+06+865391j
2013-08-28 06:32:00 PST,+143315+0j,+1.65411e+06+870725j
2013-08-28 06:33:00 PST,+143315+0j,+1.66585e+06+874135j
2013-08-28 06:34:00 PST,+143315+0j,+1.67183e+06+875036j
2013-08-28 06:35:00 PST,+143315+0j,+1.6835e+06+878434j
2013-08-28 06:36:00 PST,+143306+0j,+1.70086e+06+884265j
2013-08-28 06:37:00 PST,+143306+0j,+1.69996e+06+883999j
2013-08-28 06:38:00 PST,+143306+0j,+1.69177e+06+880795j
2013-08-28 06:39:00 PST,+143306+0j,+1.68946e+06+880123j
2013-08-28 06:40:00 PST,+143306+0j,+1.69298e+06+881974j
2013-08-28 06:41:00 PST,+143293+0j,+1.69042e+06+881185j
2013-08-28 06:42:00 PST,+143293+0j,+1.68773e+06+879581j
2013-08-28 06:43:00 PST,+143293+0j,+1.69158e+06+880705j
2013-08-28 06:44:00 PST,+143293+0j,+1.70131e+06+884355j
2013-08-28 06:45:00 PST,+143293+0j,+1.70518e+06+885481j
2013-08-28 06:46:00 PST,+143383+0j,+1.70482e+06+884838j
2013-08-28 06:47:00 PST,+143383+0j,+1.71262e+06+887117j
2013-08-28 06:48:00 PST,+143383+0j,+1.72703e+06+892134j
2013-08-28 06:49:00 PST,+143383+0j,+1.73545e+06+894599j
2013-08-28 06:50:00 PST,+143383+0j,+1.73777e+06+894440j
2013-08-28 06:51:00 PST,+143363+0j,+1.74575e+06+896719j
2013-08-28 06:52:00 PST,+143363+0j,+1.7474e+06+898018j
2013-08-28 06:53:00 PST,+143363+0j,+1.74075e+06+896064j
2013-08-28 06:54:00 PST,+143363+0j,+1.72803e+06+891532j
2013-08-28 06:55:00 PST,+143363+0j,+1.7214e+06+889597j
2013-08-28 06:56:00 PST,+143365+0j,+1.72079e+06+890256j
2013-08-28 06:57:00 PST,+143365+0j,+1.72776e+06+892294j
2013-08-28 06:58:00 PST,+143365+0j,+1.7312e+06+892464j
2013-08-28 06:59:00 PST,+143365+0j,+1.74065e+06+895235j
2013-08-28 07:00:00 PST,+143365+0j,+1.75629e+06+900621j
2013-08-28 07:01:00 PST,+143381+0j,+1.7661e+06+903549j
2013-08-28 07:02:00 PST,+143381+0j,+1.77795e+06+906514j
2013-08-28 07:03:00 PST,+143381+0j,+1.79493e+06+911517j
2013-08-28 07:04:00 PST,+143381+0j,+1.81596e+06+918176j
2013-08-28 07:05:00 PST,+143381+0j,+1.83298e+06+923206j
2013-08-28 07:06:00 PST,+143337+0j,+1.84495e+06+926082j
2013-08-28 07:07:00 PST,+143337+0j,+1.84125e+06+924990j
2013-08-28 07:08:00 PST,+143337+0j,+1.83949e+06+925308j
2013-08-28 07:09:00 PST,+143337+0j,+1.83108e+06+922813j
2013-08-28 07:10:00 PST,+143337+0j,+1.81816e+06+918413j
2013-08-28 07:11:00 PST,+143326+0j,+1.80956e+06+915843j
2013-08-28 07:12:00 PST,+143326+0j,+1.81036e+06+916359j
2013-08-28 07:13:00 PST,+143326+0j,+1.81097e+06+916537j
2013-08-28 07:14:00 PST,+143326+0j,+1.80958e+06+915858j
2013-08-28 07:15:00 PST,+143326+0j,+1.81019e+06+916037j
2013-08-28 07:16:00 PST,+143332+0j,+1.81291e+06+917129j
2013-08-28 07:17:00 PST,+143332+0j,+1.81582e+06+917987j
2013-08-28 07:18:00 PST,+143332+0j,+1.81735e+06+918163j
2013-08-28 07:19:00 PST,+143332+0j,+1.82088e+06+919205j
2013-08-28 07:20:00 PST,+143332+0j,+1.82642e+06+921104j
2013-08-28 07:21:00 PST,+143325+0j,+1.82981e+06+922085j
2013-08-28 07:22:00 PST,+143325+0j,+1.83736e+06+924036j
2013-08-28 07:23:00 PST,+143325+0j,+1.84869e+06+927393j
2013-08-28 07:24:00 PST,+143325+0j,+1.86466e+06+932706j
2013-08-28 07:25:00 PST,+143325+0j,+1.87603e+06+936080j
2013-08-28 07:26:00 PST,+143295+0j,+1.88205e+06+937149j
2013-08-28 07:27:00 PST,+143295+0j,+1.88713e+06+938666j
2013-08-28 07:28:00 PST,+143295+0j,+1.895e+06+941600j
2013-08-28 07:29:00 PST,+143295+0j,+1.89812e+06+942529j
2013-08-28 07:30:00 PST,+143295+0j,+1.89649e+06+941430j
2013-08-28 07:31:00 PST,+143249+0j,+1.89859e+06+941929j
2013-08-28 07:32:00 PST,+143249+0j,+1.89839e+06+942464j
2013-08-28 07:33:00 PST,+143249+0j,+1.8928e+06+941031j
2013-08-28 07:34:00 PST,+143249+0j,+1.88033e+06+936724j
2013-08-28 07:35:00 PST,+143249+0j,+1.87043e+06+933570j
2013-08-28 07:36:00 PST,+143261+0j,+1.86758e+06+933372j
2013-08-28 07:37:00 PST,+143261+0j,+1.88138e+06+937470j
2013-08-28 07:38:00 PST,+143261+0j,+1.89831e+06+941863j
2013-08-28 07:39:00 PST,+143261+0j,+1.9199e+06+948308j
2013-08-28 07:40:00 PST,+143261+0j,+1.94869e+06+957690j
2013-08-28 07:41:00 PST,+143235+0j,+1.96978e+06+963942j
2013-08-28 07:42:00 PST,+143235+0j,+1.96248e+06+960885j
2013-08-28 07:43:00 PST,+143235+0j,+1.95399e+06+958344j
2013-08-28 07:44:00 PST,+143235+0j,+1.9527e+06+958812j
2013-08-28 07:45:00 PST,+143235+0j,+1.94417e+06+956250j
2013-08-28 07:46:00 PST,+143212+0j,+1.92799e+06+950537j
2013-08-28 07:47:00 PST,+143212+0j,+1.93511e+06+952670j
2013-08-28 07:48:00 PST,+143212+0j,+1.95605e+06+959741j
2013-08-28 07:49:00 PST,+143212+0j,+1.9698e+06+963863j
2013-08-28 07:50:00 PST,+143212+0j,+1.97618e+06+964911j
2013-08-28 07:51:00 PST,+143199+0j,+1.98954e+06+968898j
2013-08-28 07:52:00 PST,+143199+0j,+1.9994e+06+972670j
2013-08-28 07:53:00 PST,+143199+0j,+1.99669e+06+971850j
2013-08-28 07:54:00 PST,+143199+0j,+1.98654e+06+967973j
2013-08-28 07:55:00 PST,+143199+0j,+1.98385e+06+967167j
2013-08-28 07:56:00 PST,+143188+0j,+1.98829e+06+969308j
2013-08-28 07:57:00 PST,+143188+0j,+1.99132e+06+970215j
2013-08-28 07:58:00 PST,+143188+0j,+1.98966e+06+968870j
2013-08-28 07:59:00 PST,+143188+0j,+1.9954e+06+970605j
2013-08-28 08:00:00 PST,+143188+0j,+2.00868e+06+975417j
2013-08-28 08:01:00 PST,+143142+0j,+2.0134e+06+976717j
2013-08-28 08:02:00 PST,+143142+0j,+2.01429e+06+976122j
2013-08-28 08:03:00 PST,+143142+0j,+2.02406e+06+979074j
2013-08-28 08:04:00 PST,+143142+0j,+2.04152e+06+985156j
2013-08-28 08:05:00 PST,+143142+0j,+2.05133e+06+988120j
2013-08-28 08:06:00 PST,+143113+0j,+2.05605e+06+988952j
2013-08-28 08:07:00 PST,+143113+0j,+2.05697e+06+989232j
2013-08-28 08:08:00 PST,+143113+0j,+2.05789e+06+989999j
2013-08-28 08:09:00 PST,+143113+0j,+2.05398e+06+988811j
2013-08-28 08:10:00 PST,+143113+0j,+2.04526e+06+985701j
2013-08-28 08:11:00 PST,+143105+0j,+2.04117e+06+984443j
2013-08-28 08:12:00 PST,+143105+0j,+2.05306e+06+988521j
2013-08-28 08:13:00 PST,+143105+0j,+2.06653e+06+992598j
2013-08-28 08:14:00 PST,+143105+0j,+2.0751e+06+994674j
2013-08-28 08:15:00 PST,+143105+0j,+2.0885e+06+998750j
2013-08-28 08:16:00 PST,+143074+0j,+2.10613e+06+1.00446e+06j
2013-08-28 08:17:00 PST,+143074+0j,+2.12018e+06+1.00874e+06j
2013-08-28 08:18:00 PST,+143074+0j,+2.13265e+06+1.01238e+06j
2013-08-28 08:19:00 PST,+143074+0j,+2.14704e+06+1.01678e+06j
2013-08-28 08:20:00 PST,+143074+0j,+2.16343e+06+1.02187e+06j
2013-08-28 08:21:00 PST,+143028+0j,+2.17665e+06+1.02581e+06j
2013-08-28 08:22:00 PST,+143028+0j,+2.1908e+06+1.03046e+06j
2013-08-28 08:23:00 PST,+143028+0j,+2.19943e+06+1.03311e+06j
2013-08-28 08:24:00 PST,+143028+0j,+2.20482e+06+1.03437e+06j
2013-08-28 08:25:00 PST,+143028+0j,+2.21343e+06+1.03702e+06j
2013-08-28 08:26:00 PST,+142993+0j,+2.22441e+06+1.04064e+06j
2013-08-28 08:27:00 PST,+142993+0j,+2.22506e+06+1.04084e+06j
2013-08-28 08:28:00 PST,+142993+0j,+2.21967e+06+1.03905e+06j
2013-08-28 08:29:00 PST,+142993+0j,+2.21482e+06+1.03756e+06j
2013-08-28 08:30:00 PST,+142993+0j,+2.2105e+06+1.03638e+06j
2013-08-28 08:31:00 PST,+142924+0j,+2.20384e+06+1.03416e+06j
2013-08-28 08:32:00 PST,+142924+0j,+2.20573e+06+1.03435e+06j
2013-08-28 08:33:00 PST,+142924+0j,+2.22021e+06+1.03902e+06j
2013-08-28 08:34:00 PST,+142924+0j,+2.23526e+06+1.044e+06j
2013-08-28 08:35:00 PST,+142924+0j,+2.24424e+06+1.04653e+06j
2013-08-28 08:36:00 PST,+142909+0j,+2.25225e+06+1.04858e+06j
2013-08-28 08:37:00 PST,+142909+0j,+2.25792e+06+1.05056e+06j
2013-08-28 08:38:00 PST,+142909+0j,+2.25999e+06+1.05182e+06j
2013-08-28 08:39:00 PST,+142909+0j,+2.25321e+06+1.0495e+06j
2013-08-28 08:40:00 PST,+142909+0j,+2.24323e+06+1.0458e+06j
2013-08-28 08:41:00 PST,+142895+0j,+2.24167e+06+1.04552e+06j
2013-08-28 08:42:00 PST,+142895+0j,+2.24736e+06+1.04789e+06j
2013-08-28 08:43:00 PST,+142895+0j,+2.24729e+06+1.04764e+06j
2013-08-28 08:44:00 PST,+142895+0j,+2.24399e+06+1.046e+06j
2013-08-28 08:45:00 PST,+142895+0j,+2.24948e+06+1.04792e+06j
2013-08-28 08:46:00 PST,+142805+0j,+2.25582e+06+1.05025e+06j
2013-08-28 08:47:00 PST,+142805+0j,+2.26751e+06+1.05361e+06j
2013-08-28 08:48:00 PST,+142805+0j,+2.28939e+06+1.0601e+06j
2013-08-28 08:49:00 PST,+142805+0j,+2.31686e+06+1.06882e+06j
2013-08-28 08:50:00 PST,+142805+0j,+2.34425e+06+1.07756e+06j
2013-08-28 08:51:00 PST,+142763+0j,+2.36468e+06+1.08355e+06j
2013-08-28 08:52:00 PST,+142763+0j,+2.3649e+06+1.08338e+06j
2013-08-28 08:53:00 PST,+142763+0j,+2.35546e+06+1.08107e+06j
2013-08-28 08:54:00 PST,+142763+0j,+2.3417e+06+1.07704e+06j
2013-08-28 08:55:00 PST,+142763+0j,+2.31871e+06+1.06929e+06j
2013-08-28 08:56:00 PST,+142748+0j,+2.299e+06+1.06292e+06j
2013-08-28 08:57:00 PST,+142748+0j,+2.30789e+06+1.0659e+06j
2013-08-28 08:58:00 PST,+142748+0j,+2.33849e+06+1.07562e+06j
2013-08-28 08:59:00 PST,+142748+0j,+2.36333e+06+1.08309e+06j
2013-08-28 09:00:00 PST,+142748+0j,+2.3918e+06+1.0921e+06j
2013-08-28 09:01:00 PST,+142643+0j,+2.41957e+06+1.10073e+06j
2013-08-28 09:02:00 PST,+142643+0j,+2.42954e+06+1.1037e+06j
2013-08-28 09:03:00 PST,+142643+0j,+2.42292e+06+1.10162e+06j
2013-08-28 09:04:00 PST,+142643+0j,+2.41703e+06+1.09994e+06j
2013-08-28 09:05:00 PST,+142643+0j,+2.4104e+06+1.09785e+06j
2013-08-28 09:06:00 PST,+142607+0j,+2.40199e+06+1.09499e+06j
2013-08-28 09:07:00 PST,+142607+0j,+2.3953e+06+1.0929e+06j
2013-08-28 09:08:00 PST,+142607+0j,+2.38926e+06+1.09118e+06j
2013-08-28 09:09:00 PST,+142607+0j,+2.3825e+06+1.08905e+06j
2013-08-28 09:10:00 PST,+142607+0j,+2.37499e+06+1.08658e+06j
2013-08-28 09:11:00 PST,+142629+0j,+2.36885e+06+1.08471e+06j
2013-08-28 09:12:00 PST,+142629+0j,+2.37359e+06+1.08635e+06j
2013-08-28 09:13:00 PST,+142629+0j,+2.38993e+06+1.09147e+06j
2013-08-28 09:14:00 PST,+142629+0j,+2.40554e+06+1.09616e+06j
2013-08-28 09:15:00 PST,+142629+0j,+2.42185e+06+1.1013e+06j
2013-08-28 09:16:00 PST,+142539+0j,+2.43631e+06+1.1057e+06j
2013-08-28 09:17:00 PST,+142539+0j,+2.44647e+06+1.10891e+06j
2013-08-28 09:18:00 PST,+142539+0j,+2.45163e+06+1.11058e+06j
2013-08-28 09:19:00 PST,+142539+0j,+2.45439e+06+1.11146e+06j
2013-08-28 09:20:00 PST,+142539+0j,+2.45478e+06+1.1115e+06j
2013-08-28 09:21:00 PST,+142503+0j,+2.45647e+06+1.11195e+06j
2013-08-28 09:22:00 PST,+142503+0j,+2.45787e+06+1.11245e+06j
2013-08-28 09:23:00 PST,+142503+0j,+2.45206e+06+1.11061e+06j
2013-08-28 09:24:00 PST,+142503+0j,+2.44386e+06+1.10798e+06j
2013-08-28 09:25:00 PST,+142503+0j,+2.43805e+06+1.10614e+06j
2013-08-28 09:26:00 PST,+142509+0j,+2.43479e+06+1.10523e+06j
2013-08-28 09:27:00 PST,+142509+0j,+2.44778e+06+1.10933e+06j
2013-08-28 09:28:00 PST,+142509+0j,+2.48379e+06+1.12053e+06j
2013-08-28 09:29:00 PST,+142509+0j,+2.52211e+06+1.13261e+06j
2013-08-28 09:30:00 PST,+142509+0j,+2.56685e+06+1.14725e+06j
2013-08-28 09:31:00 PST,+142252+0j,+2.5971e+06+1.15623e+06j
2013-08-28 09:32:00 PST,+142252+0j,+2.60762e+06+1.15958e+06j
2013-08-28 09:33:00 PST,+142252+0j,+2.58517e+06+1.15309e+06j
2013-08-28 09:34:00 PST,+142252+0j,+2.55477e+
