# file...... ../results/IEEE_123_feeder_0_meter_current.csv
# date...... Mon Nov 18 19:46:57 2024
# user...... ubuntu
# host...... (null)
# target.... meter 189
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_current_A,measured_current_B,measured_current_C
2013-08-28 04:50:00 PST,+232.989-115.187j,-197.332-100.368j,-12.2995+218.631j
2013-08-28 04:51:00 PST,+233.945-115.465j,-197.747-100.77j,-12.4936+219.398j
2013-08-28 04:52:00 PST,+235.436-115.986j,-198.631-101.433j,-12.7173+220.644j
2013-08-28 04:53:00 PST,+236.142-116.192j,-198.937-101.731j,-12.8607+221.211j
2013-08-28 04:54:00 PST,+236.053-116.078j,-198.659-101.658j,-12.9231+221.091j
2013-08-28 04:55:00 PST,+236.755-116.284j,-198.964-101.954j,-13.0653+221.655j
2013-08-28 04:56:00 PST,+238.073-116.754j,-199.776-102.545j,-13.2535+222.76j
2013-08-28 04:57:00 PST,+237.792-116.671j,-199.654-102.427j,-13.1968+222.535j
2013-08-28 04:58:00 PST,+236.713-116.269j,-198.946-101.936j,-13.0577+221.619j
2013-08-28 04:59:00 PST,+236.434-116.187j,-198.825-101.819j,-13.0009+221.395j
2013-08-28 05:00:00 PST,+236.951-116.426j,-199.289-102.072j,-13.0255+221.859j
2013-08-28 05:01:00 PST,+236.608-116.329j,-199.138-101.927j,-12.9559+221.588j
2013-08-28 05:02:00 PST,+234.993-115.771j,-198.2-101.212j,-12.7073+220.242j
2013-08-28 05:03:00 PST,+234.173-115.532j,-197.845-100.866j,-12.5406+219.583j
2013-08-28 05:04:00 PST,+234.134-115.609j,-198.066-100.884j,-12.4521+219.601j
2013-08-28 05:05:00 PST,+233.31-115.368j,-197.708-100.537j,-12.285+218.939j
2013-08-28 05:06:00 PST,+231.971-114.893j,-196.892-99.9396j,-12.0921+217.817j
2013-08-28 05:07:00 PST,+232.847-115.149j,-197.271-100.308j,-12.2699+218.521j
2013-08-28 05:08:00 PST,+234.508-115.719j,-198.228-101.042j,-12.5281+219.903j
2013-08-28 05:09:00 PST,+235.389-115.976j,-198.61-101.413j,-12.7069+220.61j
2013-08-28 05:10:00 PST,+235.476-115.913j,-198.409-101.415j,-12.8055+220.631j
2013-08-28 05:11:00 PST,+236.192-116.122j,-198.72-101.717j,-12.9506+221.206j
2013-08-28 05:12:00 PST,+236.724-116.364j,-199.189-101.976j,-12.9789+221.682j
2013-08-28 05:13:00 PST,+236.459-116.286j,-199.074-101.864j,-12.9253+221.469j
2013-08-28 05:14:00 PST,+235.403-115.891j,-198.377-101.384j,-12.7906+220.571j
2013-08-28 05:15:00 PST,+235.139-115.814j,-198.263-101.273j,-12.7369+220.36j
2013-08-28 05:16:00 PST,+235.752-116.087j,-198.766-101.566j,-12.7804+220.908j
2013-08-28 05:17:00 PST,+235.887-116.126j,-198.824-101.622j,-12.8078+221.016j
2013-08-28 05:18:00 PST,+235.229-115.847j,-198.301-101.311j,-12.7544+220.439j
2013-08-28 05:19:00 PST,+235.362-115.886j,-198.358-101.367j,-12.7813+220.547j
2013-08-28 05:20:00 PST,+236.289-116.244j,-198.999-101.792j,-12.8895+221.339j
2013-08-28 05:21:00 PST,+236.472-116.297j,-199.078-101.869j,-12.9268+221.486j
2013-08-28 05:22:00 PST,+236.276-116.152j,-198.754-101.752j,-12.9675+221.28j
2013-08-28 05:23:00 PST,+236.874-116.327j,-199.014-102.004j,-13.0886+221.761j
2013-08-28 05:24:00 PST,+238.275-116.823j,-199.861-102.63j,-13.2933+222.935j
2013-08-28 05:25:00 PST,+238.876-116.999j,-200.122-102.883j,-13.4152+223.418j
2013-08-28 05:26:00 PST,+238.635-116.839j,-199.777-102.745j,-13.4471+223.173j
2013-08-28 05:27:00 PST,+238.978-116.94j,-199.926-102.89j,-13.5165+223.449j
2013-08-28 05:28:00 PST,+240.134-117.365j,-200.669-103.414j,-13.671+224.427j
2013-08-28 05:29:00 PST,+240.48-117.467j,-200.819-103.56j,-13.7412+224.705j
2013-08-28 05:30:00 PST,+240.01-117.241j,-200.373-103.325j,-13.7263+224.278j
2013-08-28 05:31:00 PST,+240.399-117.36j,-200.54-103.488j,-13.8046+224.597j
2013-08-28 05:32:00 PST,+241.659-117.818j,-201.33-104.057j,-13.9797+225.659j
2013-08-28 05:33:00 PST,+242.103-117.948j,-201.523-104.244j,-14.0697+226.016j
2013-08-28 05:34:00 PST,+241.723-117.748j,-201.115-104.046j,-14.0733+225.661j
2013-08-28 05:35:00 PST,+242.165-117.879j,-201.307-104.232j,-14.1625+226.016j
2013-08-28 05:36:00 PST,+243.307-118.3j,-202.046-104.752j,-14.3141+226.983j
2013-08-28 05:37:00 PST,+241.92-117.891j,-201.443-104.167j,-14.0336+225.867j
2013-08-28 05:38:00 PST,+239.717-117.16j,-200.245-103.201j,-13.6662+224.048j
2013-08-28 05:39:00 PST,+238.335-116.755j,-199.646-102.619j,-13.3861+222.938j
2013-08-28 05:40:00 PST,+237.752-116.674j,-199.633-102.409j,-13.1865+222.518j
2013-08-28 05:41:00 PST,+236.482-116.303j,-199.081-101.873j,-12.9292+221.499j
2013-08-28 05:42:00 PST,+236.411-116.196j,-198.812-101.809j,-12.9944+221.394j
2013-08-28 05:43:00 PST,+237.135-116.408j,-199.126-102.113j,-13.1409+221.975j
2013-08-28 05:44:00 PST,+238.663-116.941j,-200.028-102.793j,-13.3715+223.252j
2013-08-28 05:45:00 PST,+239.39-117.155j,-200.344-103.1j,-13.519+223.837j
2013-08-28 05:46:00 PST,+239.404-117.089j,-200.104-103.068j,-13.5999+223.82j
2013-08-28 05:47:00 PST,+239.668-117.166j,-200.219-103.179j,-13.6533+224.032j
2013-08-28 05:48:00 PST,+240.747-117.57j,-200.929-103.671j,-13.7922+224.949j
2013-08-28 05:49:00 PST,+241.012-117.647j,-201.044-103.783j,-13.8462+225.162j
2013-08-28 05:50:00 PST,+240.461-117.398j,-200.563-103.513j,-13.8148+224.669j
2013-08-28 05:51:00 PST,+240.727-117.475j,-200.679-103.625j,-13.8684+224.881j
2013-08-28 05:52:00 PST,+242.26-118.011j,-201.587-104.309j,-14.0994+226.163j
2013-08-28 05:53:00 PST,+242.974-118.221j,-201.897-104.61j,-14.244+226.737j
2013-08-28 05:54:00 PST,+242.859-118.099j,-201.603-104.523j,-14.3014+226.594j
2013-08-28 05:55:00 PST,+243.568-118.308j,-201.912-104.822j,-14.4447+227.165j
2013-08-28 05:56:00 PST,+245.103-118.844j,-202.823-105.509j,-14.676+228.447j
2013-08-28 05:57:00 PST,+245.652-119.006j,-203.062-105.74j,-14.7872+228.889j
2013-08-28 05:58:00 PST,+245.36-118.831j,-202.69-105.577j,-14.8086+228.603j
2013-08-28 05:59:00 PST,+245.906-118.993j,-202.927-105.807j,-14.9187+229.043j
2013-08-28 06:00:00 PST,+247.3-119.49j,-203.779-106.435j,-15.1208+230.214j
2013-08-28 06:01:00 PST,+247.924-119.683j,-204.047-106.698j,-15.2467+230.728j
2013-08-28 06:02:00 PST,+247.916-119.594j,-203.797-106.653j,-15.3247+230.671j
2013-08-28 06:03:00 PST,+248.76-119.843j,-204.164-107.009j,-15.4948+231.35j
2013-08-28 06:04:00 PST,+250.466-120.434j,-205.155-107.771j,-15.7601+232.774j
2013-08-28 06:05:00 PST,+251.314-120.684j,-205.524-108.129j,-15.9312+233.457j
2013-08-28 06:06:00 PST,+251.275-120.581j,-205.258-108.069j,-16.0044+233.37j
2013-08-28 06:07:00 PST,+251.374-120.611j,-205.302-108.11j,-16.0241+233.45j
2013-08-28 06:08:00 PST,+252.331-120.982j,-205.968-108.558j,-16.1372+234.272j
2013-08-28 06:09:00 PST,+252.417-121.007j,-206.005-108.594j,-16.1547+234.341j
2013-08-28 06:10:00 PST,+251.631-120.686j,-205.413-108.219j,-16.0764+233.657j
2013-08-28 06:11:00 PST,+251.709-120.709j,-205.448-108.252j,-16.0919+233.718j
2013-08-28 06:12:00 PST,+253.162-121.226j,-206.33-108.909j,-16.3052+234.94j
2013-08-28 06:13:00 PST,+253.758-121.403j,-206.59-109.16j,-16.4254+235.42j
2013-08-28 06:14:00 PST,+253.474-121.229j,-206.215-108.995j,-16.4486+235.138j
2013-08-28 06:15:00 PST,+254.066-121.406j,-206.474-109.245j,-16.5677+235.615j
2013-08-28 06:16:00 PST,+255.624-121.965j,-207.401-109.947j,-16.8007+236.934j
2013-08-28 06:17:00 PST,+255.909-122.049j,-207.525-110.067j,-16.8584+237.164j
2013-08-28 06:18:00 PST,+255.29-121.777j,-207.003-109.76j,-16.8139+236.612j
2013-08-28 06:19:00 PST,+255.559-121.858j,-207.121-109.873j,-16.8679+236.829j
2013-08-28 06:20:00 PST,+256.721-122.29j,-207.879-110.41j,-17.022+237.817j
2013-08-28 06:21:00 PST,+256.982-122.366j,-207.994-110.52j,-17.0748+238.026j
2013-08-28 06:22:00 PST,+256.446-122.118j,-207.507-110.247j,-17.0474+237.541j
2013-08-28 06:23:00 PST,+256.809-122.227j,-207.666-110.4j,-17.1201+237.834j
2013-08-28 06:24:00 PST,+258.072-122.689j,-208.469-110.98j,-17.2945+238.904j
2013-08-28 06:25:00 PST,+258.437-122.797j,-208.628-111.134j,-17.3681+239.197j
2013-08-28 06:26:00 PST,+257.89-122.545j,-208.136-110.856j,-17.3386+238.702j
2013-08-28 06:27:00 PST,+256.605-122.163j,-207.576-110.314j,-17.08+237.667j
2013-08-28 06:28:00 PST,+256.077-122.097j,-207.599-110.138j,-16.8924+237.296j
2013-08-28 06:29:00 PST,+254.654-121.673j,-206.978-109.538j,-16.6064+236.15j
2013-08-28 06:30:00 PST,+252.353-120.906j,-205.726-108.523j,-16.2213+234.246j
2013-08-28 06:31:00 PST,+250.987-120.508j,-205.129-107.947j,-15.9457+233.155j
2013-08-28 06:32:00 PST,+253.535-121.352j,-206.489-109.065j,-16.3786+235.258j
2013-08-28 06:33:00 PST,+255.511-121.938j,-207.351-109.899j,-16.7765+236.849j
2013-08-28 06:34:00 PST,+256.59-122.167j,-207.568-110.308j,-17.0758+237.665j
2013-08-28 06:35:00 PST,+258.554-122.752j,-208.425-111.136j,-17.4703+239.246j
2013-08-28 06:36:00 PST,+261.424-123.689j,-209.932-112.395j,-17.9691+241.609j
2013-08-28 06:37:00 PST,+261.272-123.643j,-209.865-112.33j,-17.9387+241.486j
2013-08-28 06:38:00 PST,+259.967-123.167j,-209.041-111.731j,-17.7565+240.382j
2013-08-28 06:39:00 PST,+259.578-123.051j,-208.871-111.567j,-17.678+240.068j
2013-08-28 06:40:00 PST,+260.098-123.295j,-209.352-111.835j,-17.7021+240.541j
2013-08-28 06:41:00 PST,+259.693-123.172j,-209.176-111.664j,-17.621+240.212j
2013-08-28 06:42:00 PST,+259.314-122.971j,-208.756-111.456j,-17.6251+239.853j
2013-08-28 06:43:00 PST,+259.962-123.165j,-209.039-111.729j,-17.7549+240.375j
2013-08-28 06:44:00 PST,+261.526-123.718j,-209.977-112.438j,-17.9898+241.689j
2013-08-28 06:45:00 PST,+262.176-123.911j,-210.261-112.712j,-18.1205+242.213j
2013-08-28 06:46:00 PST,+262.005-123.784j,-209.926-112.59j,-18.1652+242.036j
2013-08-28 06:47:00 PST,+263.317-124.177j,-210.499-113.143j,-18.4283+243.094j
2013-08-28 06:48:00 PST,+265.665-124.964j,-211.782-114.184j,-18.8206+245.04j
2013-08-28 06:49:00 PST,+267.082-125.388j,-212.402-114.783j,-19.1046+246.182j
2013-08-28 06:50:00 PST,+267.549-125.436j,-212.347-114.927j,-19.2798+246.503j
2013-08-28 06:51:00 PST,+268.934-125.85j,-212.954-115.511j,-19.5564+247.616j
2013-08-28 06:52:00 PST,+269.135-125.997j,-213.301-115.649j,-19.5174+247.833j
2013-08-28 06:53:00 PST,+268.015-125.66j,-212.811-115.177j,-19.2938+246.93j
2013-08-28 06:54:00 PST,+265.952-124.957j,-211.65-114.254j,-18.9593+245.212j
2013-08-28 06:55:00 PST,+264.838-124.623j,-211.163-113.784j,-18.7357+244.314j
2013-08-28 06:56:00 PST,+264.655-124.66j,-211.341-113.758j,-18.6179+244.223j
2013-08-28 06:57:00 PST,+265.828-125.011j,-211.854-114.253j,-18.8531+245.168j
2013-08-28 06:58:00 PST,+266.483-125.115j,-211.882-114.477j,-19.066+245.64j
2013-08-28 06:59:00 PST,+268.073-125.593j,-212.577-115.148j,-19.3839+246.923j
2013-08-28 07:00:00 PST,+270.625-126.443j,-213.954-116.279j,-19.8164+249.035j
2013-08-28 07:01:00 PST,+272.242-126.931j,-214.661-116.961j,-20.1396+250.342j
2013-08-28 07:02:00 PST,+274.909-127.773j,-215.127-117.559j,-20.5951+251.614j
2013-08-28 07:03:00 PST,+277.774-128.639j,-216.377-118.761j,-21.1634+253.915j
2013-08-28 07:04:00 PST,+280.623-129.449j,-218.338-120.5j,-21.8164+257.105j
2013-08-28 07:05:00 PST,+283.484-130.318j,-219.595-121.709j,-22.3855+259.415j
2013-08-28 07:06:00 PST,+286.304-131.205j,-220.101-122.343j,-22.8621+260.757j
2013-08-28 07:07:00 PST,+285.681-131.015j,-219.829-122.081j,-22.7383+260.257j
2013-08-28 07:08:00 PST,+285.299-130.991j,-219.933-121.984j,-22.5815+260.01j
2013-08-28 07:09:00 PST,+283.881-130.558j,-219.312-121.387j,-22.3013+258.869j
2013-08-28 07:10:00 PST,+281.417-129.751j,-217.943-120.328j,-22.0067+257.759j
2013-08-28 07:11:00 PST,+279.99-129.318j,-217.321-119.729j,-21.7232+256.605j
2013-08-28 07:12:00 PST,+279.801-129.194j,-217.979-120.153j,-21.6536+256.431j
2013-08-28 07:13:00 PST,+279.903-129.225j,-218.024-120.197j,-21.6736+256.513j
2013-08-28 07:14:00 PST,+279.994-129.322j,-217.323-119.731j,-21.7231+256.609j
2013-08-28 07:15:00 PST,+280.096-129.352j,-217.368-119.774j,-21.7437+256.692j
2013-08-28 07:16:00 PST,+280.216-129.32j,-218.161-120.329j,-21.7365+256.768j
2013-08-28 07:17:00 PST,+280.706-129.469j,-218.376-120.536j,-21.8336+257.163j
2013-08-28 07:18:00 PST,+281.289-129.713j,-217.887-120.275j,-21.9816+257.656j
2013-08-28 07:19:00 PST,+281.883-129.893j,-218.147-120.524j,-22.0998+258.135j
2013-08-28 07:20:00 PST,+282.487-130.005j,-219.159-121.288j,-22.1897+258.601j
2013-08-28 07:21:00 PST,+283.071-130.182j,-219.416-121.535j,-22.3055+259.072j
2013-08-28 07:22:00 PST,+284.673-130.735j,-219.365-121.696j,-22.6566+260.387j
2013-08-28 07:23:00 PST,+286.581-131.316j,-220.199-122.496j,-23.0354+261.928j
2013-08-28 07:24:00 PST,+289.566-132.284j,-221.803-123.778j,-23.4288+263.438j
2013-08-28 07:25:00 PST,+291.482-132.869j,-222.642-124.584j,-23.8062+264.979j
2013-08-28 07:26:00 PST,+292.263-133.034j,-222.685-124.883j,-24.1671+266.513j
2013-08-28 07:27:00 PST,+293.119-133.298j,-223.06-125.242j,-24.3368+267.206j
2013-08-28 07:28:00 PST,+294.746-133.857j,-224.075-125.957j,-24.4543+267.6j
2013-08-28 07:29:00 PST,+295.273-134.018j,-224.306-126.178j,-24.5576+268.024j
2013-08-28 07:30:00 PST,+294.694-133.775j,-223.749-125.904j,-24.6497+268.479j
2013-08-28 07:31:00 PST,+295.153-133.913j,-223.954-126.097j,-24.7404+268.843j
2013-08-28 07:32:00 PST,+295.423-134.058j,-224.374-126.242j,-24.5887+268.137j
2013-08-28 07:33:00 PST,+294.091-133.676j,-223.764-125.719j,-24.4497+268.044j
2013-08-28 07:34:00 PST,+291.69-132.879j,-222.411-124.68j,-24.1783+267.017j
2013-08-28 07:35:00 PST,+290.411-132.466j,-221.877-124.106j,-23.8008+265.009j
2013-08-28 07:36:00 PST,+290.204-132.469j,-222.085-124.046j,-23.5557+263.94j
2013-08-28 07:37:00 PST,+292.53-133.18j,-223.105-125.025j,-24.0141+265.811j
2013-08-28 07:38:00 PST,+295.08-133.888j,-223.919-126.066j,-24.7268+268.784j
2013-08-28 07:39:00 PST,+298.714-135.006j,-225.514-127.593j,-25.4447+271.725j
2013-08-28 07:40:00 PST,+303.468-136.548j,-227.882-129.664j,-26.3077+275.633j
2013-08-28 07:41:00 PST,+307.076-137.661j,-229.472-131.183j,-27.0172+278.552j
2013-08-28 07:42:00 PST,+305.94-137.212j,-228.685-130.63j,-26.8778+277.567j
2013-08-28 07:43:00 PST,+304.511-136.771j,-228.057-130.029j,-26.5962+276.41j
2013-08-28 07:44:00 PST,+304.203-136.77j,-228.206-129.974j,-26.453+276.224j
2013-08-28 07:45:00 PST,+302.766-136.325j,-227.574-129.369j,-26.1708+275.061j
2013-08-28 07:46:00 PST,+300.188-135.443j,-226.161-128.212j,-25.7404+272.908j
2013-08-28 07:47:00 PST,+301.387-135.814j,-226.688-128.716j,-25.9763+273.878j
2013-08-28 07:48:00 PST,+304.818-136.956j,-228.478-130.233j,-26.5751+276.719j
2013-08-28 07:49:00 PST,+307.133-137.672j,-229.497-131.207j,-27.0304+278.593j
2013-08-28 07:50:00 PST,+308.3-137.935j,-229.724-131.621j,-27.344+279.474j
2013-08-28 07:51:00 PST,+310.58-138.643j,-230.729-132.58j,-27.7908+281.319j
2013-08-28 07:52:00 PST,+312.143-139.213j,-231.704-133.315j,-28.02+282.65j
2013-08-28 07:53:00 PST,+311.688-139.07j,-231.503-133.124j,-27.9312+282.28j
2013-08-28 07:54:00 PST,+310.076-138.481j,-230.505-132.368j,-27.6941+280.909j
2013-08-28 07:55:00 PST,+309.621-138.341j,-230.305-132.177j,-27.6045+280.542j
2013-08-28 07:56:00 PST,+310.302-138.643j,-230.894-132.541j,-27.6574+281.156j
2013-08-28 07:57:00 PST,+310.813-138.8j,-231.118-132.756j,-27.758+281.57j
2013-08-28 07:58:00 PST,+310.627-138.649j,-230.748-132.6j,-27.8031+281.354j
2013-08-28 07:59:00 PST,+311.594-138.951j,-231.175-133.006j,-27.9922+282.138j
2013-08-28 08:00:00 PST,+313.732-139.702j,-232.405-133.984j,-28.3329+283.935j
2013-08-28 08:01:00 PST,+314.635-139.979j,-232.807-134.365j,-28.5096+284.661j
2013-08-28 08:02:00 PST,+314.882-139.959j,-232.624-134.388j,-28.6414+284.794j
2013-08-28 08:03:00 PST,+316.526-140.473j,-233.349-135.079j,-28.9625+286.127j
2013-08-28 08:04:00 PST,+319.366-141.444j,-234.895-136.357j,-29.441+288.496j
2013-08-28 08:05:00 PST,+321.017-141.96j,-235.624-137.052j,-29.7638+289.835j
2013-08-28 08:06:00 PST,+322.721-142.532j,-235.507-137.088j,-29.9904+290.152j
2013-08-28 08:07:00 PST,+322.875-142.58j,-235.575-137.151j,-30.0195+290.277j
2013-08-28 08:08:00 PST,+322.206-142.322j,-236.112-137.516j,-30.0023+290.813j
2013-08-28 08:09:00 PST,+321.547-142.116j,-235.821-137.24j,-29.8746+290.278j
2013-08-28 08:10:00 PST,+320.899-141.965j,-234.707-136.325j,-29.6342+288.682j
2013-08-28 08:11:00 PST,+320.228-141.754j,-234.413-136.044j,-29.5027+288.139j
2013-08-28 08:12:00 PST,+321.414-142.075j,-235.763-137.183j,-29.8471+290.169j
2013-08-28 08:13:00 PST,+323.678-142.786j,-236.765-138.137j,-30.2897+292.007j
2013-08-28 08:14:00 PST,+325.954-143.54j,-236.928-138.441j,-30.622+292.762j
2013-08-28 08:15:00 PST,+328.216-144.252j,-237.924-139.387j,-31.0599+294.59j
2013-08-28 08:16:00 PST,+330.42-144.883j,-239.749-140.974j,-31.6109+297.475j
2013-08-28 08:17:00 PST,+332.782-145.63j,-240.796-141.97j,-32.0705+299.395j
2013-08-28 08:18:00 PST,+336.504-146.991j,-241.011-142.272j,-32.4723+300.222j
2013-08-28 08:19:00 PST,+338.938-147.761j,-242.081-143.285j,-32.9393+302.183j
2013-08-28 08:20:00 PST,+340.058-147.91j,-244.023-145.031j,-33.49+305.308j
2013-08-28 08:21:00 PST,+342.398-148.656j,-245.068-146.02j,-33.9424+307.205j
2013-08-28 08:22:00 PST,+345.562-149.796j,-245.886-146.747j,-34.3508+308.676j
2013-08-28 08:23:00 PST,+347.018-150.259j,-246.532-147.357j,-34.6303+309.856j
2013-08-28 08:24:00 PST,+347.135-150.144j,-247.171-148.014j,-34.8662+311.057j
2013-08-28 08:25:00 PST,+348.582-150.61j,-247.816-148.625j,-35.1454+312.236j
2013-08-28 08:26:00 PST,+351.323-151.622j,-248.441-149.164j,-35.4644+313.337j
2013-08-28 08:27:00 PST,+351.433-151.655j,-248.49-149.209j,-35.4848+313.426j
2013-08-28 08:28:00 PST,+349.248-150.837j,-248.08-148.942j,-35.4375+313.98j
2013-08-28 08:29:00 PST,+348.432-150.579j,-247.718-148.6j,-35.2822+313.313j
2013-08-28 08:30:00 PST,+348.977-150.877j,-247.402-148.18j,-35.0128+311.437j
2013-08-28 08:31:00 PST,+348.038-150.569j,-246.991-147.785j,-34.8281+310.666j
2013-08-28 08:32:00 PST,+347.65-150.293j,-247.342-148.169j,-34.9384+311.34j
2013-08-28 08:33:00 PST,+349.606-150.943j,-248.179-149.032j,-35.4798+314.141j
2013-08-28 08:34:00 PST,+352.94-152.154j,-249.064-149.818j,-35.9135+315.733j
2013-08-28 08:35:00 PST,+354.94-152.762j,-249.984-150.618j,-36.1351+316.135j
2013-08-28 08:36:00 PST,+355.519-152.794j,-250.846-151.483j,-36.4611+317.74j
2013-08-28 08:37:00 PST,+355.983-152.972j,-251.019-151.717j,-36.7167+319.354j
2013-08-28 08:38:00 PST,+356.704-153.273j,-251.696-152.088j,-36.6099+318.782j
2013-08-28 08:39:00 PST,+356.052-153.035j,-251.437-151.775j,-36.3177+317.019j
2013-08-28 08:40:00 PST,+354.001-152.31j,-250.169-150.844j,-36.1667+316.504j
2013-08-28 08:41:00 PST,+353.29-152.112j,-249.82-150.583j,-36.1946+317.149j
2013-08-28 08:42:00 PST,+354.618-152.605j,-250.765-151.208j,-36.2071+317.081j
2013-08-28 08:43:00 PST,+355.093-152.727j,-251.01-151.37j,-36.1332+316.24j
2013-08-28 08:44:00 PST,+354.167-152.362j,-250.244-150.915j,-36.199+316.637j
2013-08-28 08:45:00 PST,+354.603-152.53j,-250.405-151.136j,-36.4493+318.223j
2013-08-28 08:46:00 PST,+356.285-153.127j,-251.515-151.911j,-36.5294+318.424j
2013-08-28 08:47:00 PST,+358.743-153.883j,-252.647-152.91j,-36.8358+319.184j
2013-08-28 08:48:00 PST,+362.884-155.291j,-253.518-153.95j,-37.6594+322.554j
2013-08-28 08:49:00 PST,+367.013-156.646j,-255.32-155.718j,-38.6236+327.179j
2013-08-28 08:50:00 PST,+371.164-157.901j,-258.174-158.187j,-39.3924+330.554j
2013-08-28 08:51:00 PST,+375.235-159.185j,-260.041-159.868j,-39.9956+332.561j
2013-08-28 08:52:00 PST,+375.744-159.435j,-259.249-159.345j,-40.1199+332.984j
2013-08-28 08:53:00 PST,+374.511-159.22j,-257.973-158.166j,-39.8386+332.099j
2013-08-28 08:54:00 PST,+371.723-158.23j,-257.739-157.724j,-39.2776+329.824j
2013-08-28 08:55:00 PST,+367.506-156.689j,-256.524-156.561j,-38.5219+326.307j
2013-08-28 08:56:00 PST,+364.678-155.863j,-254.272-154.66j,-38.0084+324.022j
2013-08-28 08:57:00 PST,+365.675-156.21j,-254.682-155.115j,-38.3716+326.102j
2013-08-28 08:58:00 PST,+370.371-157.64j,-257.774-157.808j,-39.2458+329.921j
2013-08-28 08:59:00 PST,+375.065-159.13j,-259.917-159.752j,-39.969+332.444j
2013-08-28 09:00:00 PST,+381.217-161.367j,-260.99-160.929j,-40.9379+336.219j
2013-08-28 09:01:00 PST,+385.687-162.838j,-262.948-162.832j,-41.9669+341.165j
2013-08-28 09:02:00 PST,+385.991-162.693j,-264.798-164.397j,-42.2312+342.662j
2013-08-28 09:03:00 PST,+384.877-162.331j,-264.295-163.929j,-42.0198+341.749j
2013-08-28 09:04:00 PST,+385.255-162.704j,-262.756-162.655j,-41.8862+340.813j
2013-08-28 09:05:00 PST,+384.136-162.33j,-262.258-162.184j,-41.6757+339.904j
2013-08-28 09:06:00 PST,+381.459-161.214j,-262.761-162.484j,-41.3664+338.953j
2013-08-28 09:07:00 PST,+380.332-160.849j,-262.253-162.012j,-41.1524+338.03j
2013-08-28 09:08:00 PST,+380.667-161.205j,-260.717-160.738j,-41.0132+337.076j
2013-08-28 09:09:00 PST,+379.523-160.824j,-260.209-160.258j,-40.7977+336.148j
2013-08-28 09:10:00 PST,+376.913-159.739j,-260.719-160.567j,-40.4975+335.239j
2013-08-28 09:11:00 PST,+375.818-159.385j,-260.222-160.107j,-40.2901+334.346j
2013-08-28 09:12:00 PST,+377.954-160.325j,-259.51-159.605j,-40.4968+334.875j
2013-08-28 09:13:00 PST,+380.716-161.228j,-260.741-160.757j,-41.0195+337.123j
2013-08-28 09:14:00 PST,+381.994-161.39j,-263.001-162.71j,-41.469+339.393j
2013-08-28 09:15:00 PST,+384.739-162.298j,-264.236-163.872j,-41.9877+341.636j
2013-08-28 09:16:00 PST,+388.819-163.859j,-264.351-164.144j,-42.5629+343.697j
2013-08-28 09:17:00 PST,+390.537-164.424j,-265.118-164.859j,-42.8858+345.098j
2013-08-28 09:18:00 PST,+389.474-163.85j,-266.334-165.905j,-43.0771+346.866j
2013-08-28 09:19:00 PST,+389.938-164.009j,-266.544-166.104j,-43.1672+347.247j
2013-08-28 09:20:00 PST,+391.94-164.884j,-265.744-165.449j,-43.1568+346.238j
2013-08-28 09:21:00 PST,+392.333-165.009j,-265.923-165.61j,-43.2262+346.555j
2013-08-28 09:22:00 PST,+390.631-164.225j,-266.858-166.393j,-43.2972+347.812j
2013-08-28 09:23:00 PST,+389.651-163.907j,-266.416-165.983j,-43.1145+347.005j
2013-08-28 09:24:00 PST,+390.2-164.311j,-264.97-164.722j,-42.8265+344.816j
2013-08-28 09:25:00 PST,+389.22-163.98j,-264.532-164.308j,-42.6398+344.019j
2013-08-28 09:26:00 PST,+386.729-162.951j,-265.1-164.746j,-42.5527+344.606j
2013-08-28 09:27:00 PST,+388.911-163.677j,-266.085-165.671j,-42.9684+346.399j
2013-08-28 09:28:00 PST,+396.93-166.521j,-267.973-167.535j,-44.1017+350.298j
2013-08-28 09:29:00 PST,+403.408-168.653j,-270.869-170.239j,-45.322+355.578j
2013-08-28 09:30:00 PST,+409.874-170.733j,-274.837-173.795j,-46.7025+362.293j
2013-08-28 09:31:00 PST,+415.768-172.675j,-277.518-176.276j,-47.811+367.09j
2013-08-28 09:32:00 PST,+417.653-173.302j,-278.284-176.989j,-48.1283+368.479j
2013-08-28 09:33:00 PST,+414.32-172.267j,-277.126-175.635j,-47.2286+364.399j
2013-08-28 09:34:00 PST,+409.187-170.554j,-274.804-173.475j,-46.2635+360.208j
2013-08-28 09:35:00 PST,+402.454-168.221j,-271.416-170.513j,-45.0807+354.629j
2013-08-28 09:36:00 PST,+397.277-166.514j,-269.091-168.339j,-44.1028+350.409j
2013-08-28 09:37:00 PST,+395.309-166.057j,-267.482-166.859j,-43.6779+348.901j
2013-08-28 09:38:00 PST,+394.2
